State,District,Date,Daily Actual,Daily Normal,Daily Departure Per,Daily Category
Meghalaya,South West Khasi Hills,2014-08-03,18.7626,30.0,-37.458000000000006,deficit
Meghalaya,Ri-Bhoi,2014-08-03,15.3448,30.0,-48.85066666666667,deficit
Meghalaya,South Garo Hills,2014-08-03,19.566,30.0,-34.78000000000001,deficit
Meghalaya,North Garo Hills,2014-08-03,13.5208,30.0,-54.93066666666666,deficit
Meghalaya,East Garo Hills,2014-08-03,17.4631,30.0,-41.78966666666666,deficit
Meghalaya,West Garo Hills,2014-08-03,9.1076,30.0,-69.64133333333335,deficit
Meghalaya,East Khasi Hills,2014-08-04,6.75334,30.0,-77.48886666666667,deficit
Meghalaya,West Khasi Hills,2014-08-04,18.7615,30.0,-37.46166666666666,deficit
Meghalaya,South West Khasi Hills,2014-08-04,26.0237,30.0,-13.25433333333333,deficit
Meghalaya,Ri-Bhoi,2014-08-04,2.20769,30.0,-92.64103333333334,deficit
Meghalaya,South Garo Hills,2014-08-04,23.017,30.0,-23.276666666666667,deficit
Meghalaya,North Garo Hills,2014-08-04,10.4062,30.0,-65.31266666666667,deficit
Meghalaya,East Garo Hills,2014-08-04,11.324,30.0,-62.25333333333334,deficit
Meghalaya,West Garo Hills,2014-08-04,2.91976,30.0,-90.26746666666666,deficit
Meghalaya,East Khasi Hills,2014-08-05,7.05521,30.0,-76.48263333333334,deficit
Meghalaya,West Khasi Hills,2014-08-05,37.6392,30.0,25.46400000000001,excess
Meghalaya,South West Khasi Hills,2014-08-05,38.0355,30.0,26.784999999999997,excess
Meghalaya,Ri-Bhoi,2014-08-05,0.855296,30.0,-97.14901333333333,deficit
Meghalaya,South Garo Hills,2014-08-05,44.5034,30.0,48.34466666666666,excess
Meghalaya,North Garo Hills,2014-08-05,4.76224,30.0,-84.12586666666667,deficit
Meghalaya,East Garo Hills,2014-08-05,26.9791,30.0,-10.06966666666667,deficit
Meghalaya,West Garo Hills,2014-08-05,4.65205,30.0,-84.49316666666668,deficit
Meghalaya,East Khasi Hills,2014-08-06,12.8099,30.0,-57.30033333333334,deficit
Meghalaya,West Khasi Hills,2014-08-06,53.6454,30.0,78.81800000000001,excess
Meghalaya,South West Khasi Hills,2014-08-06,62.1014,30.0,107.00466666666667,excess
Meghalaya,Ri-Bhoi,2014-08-06,3.03173,30.0,-89.89423333333335,deficit
Meghalaya,South Garo Hills,2014-08-06,65.7846,30.0,119.282,excess
Meghalaya,North Garo Hills,2014-08-06,15.1855,30.0,-49.38166666666667,deficit
Meghalaya,East Garo Hills,2014-08-06,37.9396,30.0,26.46533333333333,excess
Meghalaya,West Garo Hills,2014-08-06,7.9089,30.0,-73.63700000000001,deficit
Meghalaya,East Khasi Hills,2014-08-07,1.37843,30.0,-95.40523333333333,deficit
Meghalaya,West Khasi Hills,2014-08-07,5.86716,30.0,-80.4428,deficit
Meghalaya,South West Khasi Hills,2014-08-07,7.54252,30.0,-74.85826666666668,deficit
Meghalaya,Ri-Bhoi,2014-08-07,1.41547,30.0,-95.28176666666667,deficit
Meghalaya,South Garo Hills,2014-08-07,7.34501,30.0,-75.51663333333333,deficit
Meghalaya,North Garo Hills,2014-08-07,0.666224,30.0,-97.77925333333334,deficit
Meghalaya,East Garo Hills,2014-08-07,3.58162,30.0,-88.06126666666665,deficit
Meghalaya,West Garo Hills,2014-08-07,3.59249,30.0,-88.02503333333333,deficit
Meghalaya,East Khasi Hills,2014-08-08,13.4474,30.0,-55.175333333333334,deficit
Meghalaya,West Khasi Hills,2014-08-08,30.7538,30.0,2.512666666666661,excess
Meghalaya,South West Khasi Hills,2014-08-08,40.8649,30.0,36.21633333333333,excess
Meghalaya,Ri-Bhoi,2014-08-08,7.06728,30.0,-76.44239999999999,deficit
Meghalaya,South Garo Hills,2014-08-08,36.9508,30.0,23.169333333333338,excess
Meghalaya,North Garo Hills,2014-08-08,5.59465,30.0,-81.35116666666666,deficit
Meghalaya,East Garo Hills,2014-08-08,15.072,30.0,-49.760000000000005,deficit
Meghalaya,West Garo Hills,2014-08-08,1.16154,30.0,-96.1282,deficit
Meghalaya,East Khasi Hills,2014-08-09,3.50586,30.0,-88.31380000000001,deficit
Meghalaya,West Khasi Hills,2014-08-09,22.7457,30.0,-24.181,deficit
Meghalaya,South West Khasi Hills,2014-08-09,19.9394,30.0,-33.535333333333334,deficit
Meghalaya,Ri-Bhoi,2014-08-09,2.18812,30.0,-92.70626666666666,deficit
Meghalaya,South Garo Hills,2014-08-09,26.264,30.0,-12.453333333333335,deficit
Meghalaya,North Garo Hills,2014-08-09,2.58376,30.0,-91.38746666666667,deficit
Meghalaya,East Garo Hills,2014-08-09,16.8559,30.0,-43.81366666666667,deficit
Meghalaya,West Garo Hills,2014-08-09,2.43502,30.0,-91.88326666666666,deficit
Meghalaya,East Khasi Hills,2014-08-10,8.11266,30.0,-72.9578,deficit
Meghalaya,West Khasi Hills,2014-08-10,42.6607,30.0,42.20233333333333,excess
Meghalaya,South West Khasi Hills,2014-08-10,45.5163,30.0,51.721000000000004,excess
Meghalaya,Ri-Bhoi,2014-08-10,1.21624,30.0,-95.94586666666667,deficit
Meghalaya,South Garo Hills,2014-08-10,51.5292,30.0,71.76400000000001,excess
Meghalaya,North Garo Hills,2014-08-10,0.182434,30.0,-99.39188666666666,deficit
Meghalaya,East Garo Hills,2014-08-10,26.1908,30.0,-12.697333333333335,deficit
Meghalaya,West Garo Hills,2014-08-10,0.0,30.0,-100.0,deficit
Meghalaya,East Khasi Hills,2014-08-11,6.82044,30.0,-77.26520000000001,deficit
Meghalaya,West Khasi Hills,2014-08-11,41.0831,30.0,36.94366666666667,excess
Meghalaya,South West Khasi Hills,2014-08-11,41.1631,30.0,37.21033333333333,excess
Meghalaya,Ri-Bhoi,2014-08-11,0.397377,30.0,-98.67541000000001,deficit
Meghalaya,South Garo Hills,2014-08-11,48.389,30.0,61.296666666666674,excess
Meghalaya,North Garo Hills,2014-08-11,2.05637,30.0,-93.14543333333333,deficit
Meghalaya,East Garo Hills,2014-08-11,25.992,30.0,-13.359999999999998,deficit
Meghalaya,West Garo Hills,2014-08-11,1.19183,30.0,-96.02723333333334,deficit
Meghalaya,East Khasi Hills,2014-08-12,24.4081,30.0,-18.639666666666663,deficit
Meghalaya,West Khasi Hills,2014-08-12,115.993,30.0,286.6433333333333,excess
Meghalaya,South West Khasi Hills,2014-08-12,124.681,30.0,315.60333333333335,excess
Meghalaya,Ri-Bhoi,2014-08-12,6.94835,30.0,-76.83883333333334,deficit
Meghalaya,South Garo Hills,2014-08-12,134.957,30.0,349.8566666666667,excess
Meghalaya,North Garo Hills,2014-08-12,25.2231,30.0,-15.923000000000004,deficit
Meghalaya,East Garo Hills,2014-08-12,76.1928,30.0,153.97600000000003,excess
Meghalaya,West Garo Hills,2014-08-12,18.2109,30.0,-39.297000000000004,deficit
Meghalaya,East Khasi Hills,2014-08-13,70.0895,30.0,133.63166666666666,excess
Meghalaya,West Khasi Hills,2014-08-13,178.945,30.0,496.4833333333333,excess
Meghalaya,South West Khasi Hills,2014-08-13,197.307,30.0,557.6899999999999,excess
Meghalaya,Ri-Bhoi,2014-08-13,40.8522,30.0,36.174000000000014,excess
Meghalaya,South Garo Hills,2014-08-13,206.142,30.0,587.14,excess
Meghalaya,North Garo Hills,2014-08-13,10.859,30.0,-63.80333333333332,deficit
Meghalaya,East Garo Hills,2014-08-13,98.3547,30.0,227.84899999999996,excess
Meghalaya,West Garo Hills,2014-08-13,6.01516,30.0,-79.94946666666665,deficit
Meghalaya,East Khasi Hills,2014-08-14,49.8418,30.0,66.13933333333333,excess
Meghalaya,West Khasi Hills,2014-08-14,297.461,30.0,891.5366666666667,excess
Meghalaya,South West Khasi Hills,2014-08-14,319.64,30.0,965.4666666666666,excess
Meghalaya,Ri-Bhoi,2014-08-14,66.3795,30.0,121.26499999999997,excess
Meghalaya,South Garo Hills,2014-08-14,334.925,30.0,1016.4166666666666,excess
Meghalaya,North Garo Hills,2014-08-14,46.4164,30.0,54.72133333333334,excess
Meghalaya,East Garo Hills,2014-08-14,174.904,30.0,483.0133333333333,excess
Meghalaya,West Garo Hills,2014-08-14,66.2518,30.0,120.83933333333334,excess
Meghalaya,East Khasi Hills,2014-08-15,43.4564,30.0,44.854666666666674,excess
Meghalaya,West Khasi Hills,2014-08-15,293.859,30.0,879.53,excess
Meghalaya,South West Khasi Hills,2014-08-15,331.043,30.0,1003.4766666666666,excess
Meghalaya,Ri-Bhoi,2014-08-15,57.7638,30.0,92.546,excess
Meghalaya,South Garo Hills,2014-08-15,335.784,30.0,1019.28,excess
Meghalaya,North Garo Hills,2014-08-15,71.5008,30.0,138.33599999999998,excess
Meghalaya,East Garo Hills,2014-08-15,179.91,30.0,499.7,excess
Meghalaya,West Garo Hills,2014-08-15,69.5482,30.0,131.8273333333333,excess
Meghalaya,East Khasi Hills,2014-08-16,34.1328,30.0,13.77600000000001,excess
Meghalaya,West Khasi Hills,2014-08-16,255.483,30.0,751.61,excess
Meghalaya,South West Khasi Hills,2014-08-16,260.323,30.0,767.7433333333332,excess
Meghalaya,Ri-Bhoi,2014-08-16,47.4638,30.0,58.21266666666667,excess
Meghalaya,South Garo Hills,2014-08-16,293.387,30.0,877.9566666666666,excess
Meghalaya,North Garo Hills,2014-08-16,57.4748,30.0,91.58266666666667,excess
Meghalaya,East Garo Hills,2014-08-16,186.799,30.0,522.6633333333334,excess
Meghalaya,West Garo Hills,2014-08-16,64.6467,30.0,115.48899999999998,excess
Meghalaya,East Khasi Hills,2014-08-17,21.6766,30.0,-27.744666666666667,deficit
Meghalaya,West Khasi Hills,2014-08-17,17.5227,30.0,-41.591,deficit
Meghalaya,South West Khasi Hills,2014-08-17,25.5784,30.0,-14.738666666666672,deficit
Meghalaya,Ri-Bhoi,2014-08-17,11.5443,30.0,-61.519,deficit
Meghalaya,South Garo Hills,2014-08-17,20.4727,30.0,-31.75766666666667,deficit
Meghalaya,North Garo Hills,2014-08-17,12.145,30.0,-59.51666666666667,deficit
Meghalaya,East Garo Hills,2014-08-17,13.1538,30.0,-56.154,deficit
Meghalaya,West Garo Hills,2014-08-17,10.8973,30.0,-63.675666666666665,deficit
Meghalaya,East Khasi Hills,2014-08-18,24.952,30.0,-16.82666666666666,deficit
Meghalaya,West Khasi Hills,2014-08-18,115.686,30.0,285.62,excess
Meghalaya,South West Khasi Hills,2014-08-18,135.86,30.0,352.86666666666673,excess
Meghalaya,Ri-Bhoi,2014-08-18,11.6311,30.0,-61.229666666666674,deficit
Meghalaya,South Garo Hills,2014-08-18,136.384,30.0,354.6133333333333,excess
Meghalaya,North Garo Hills,2014-08-18,0.726682,30.0,-97.57772666666666,deficit
Meghalaya,East Garo Hills,2014-08-18,57.4155,30.0,91.385,excess
Meghalaya,West Garo Hills,2014-08-18,0.54609,30.0,-98.1797,deficit
Meghalaya,East Khasi Hills,2014-08-19,10.2188,30.0,-65.93733333333333,deficit
Meghalaya,West Khasi Hills,2014-08-19,75.003,30.0,150.01,excess
Meghalaya,South West Khasi Hills,2014-08-19,81.7109,30.0,172.36966666666663,excess
Meghalaya,Ri-Bhoi,2014-08-19,10.2086,30.0,-65.97133333333332,deficit
Meghalaya,South Garo Hills,2014-08-19,89.8802,30.0,199.60066666666668,excess
Meghalaya,North Garo Hills,2014-08-19,7.44046,30.0,-75.19846666666666,deficit
Meghalaya,East Garo Hills,2014-08-19,47.7369,30.0,59.12299999999999,excess
Meghalaya,West Garo Hills,2014-08-19,6.76231,30.0,-77.45896666666667,deficit
Meghalaya,East Khasi Hills,2014-08-20,3.9097,30.0,-86.96766666666666,deficit
Meghalaya,West Khasi Hills,2014-08-20,56.7965,30.0,89.32166666666667,excess
Meghalaya,South West Khasi Hills,2014-08-20,75.8058,30.0,152.686,excess
Meghalaya,Ri-Bhoi,2014-08-20,2.30872,30.0,-92.30426666666666,deficit
Meghalaya,South Garo Hills,2014-08-20,70.0271,30.0,133.42366666666666,excess
Meghalaya,North Garo Hills,2014-08-20,1.18282,30.0,-96.05726666666666,deficit
Meghalaya,East Garo Hills,2014-08-20,26.371,30.0,-12.096666666666671,deficit
Meghalaya,West Garo Hills,2014-08-20,2.03731,30.0,-93.20896666666665,deficit
Meghalaya,East Khasi Hills,2014-08-21,6.21478,30.0,-79.28406666666666,deficit
Meghalaya,West Khasi Hills,2014-08-21,3.96533,30.0,-86.78223333333332,deficit
Meghalaya,South West Khasi Hills,2014-08-21,4.51281,30.0,-84.95729999999999,deficit
Meghalaya,Ri-Bhoi,2014-08-21,2.93301,30.0,-90.22330000000001,deficit
Meghalaya,South Garo Hills,2014-08-21,4.46107,30.0,-85.12976666666667,deficit
Meghalaya,North Garo Hills,2014-08-21,2.2378,30.0,-92.54066666666667,deficit
Meghalaya,East Garo Hills,2014-08-21,3.58965,30.0,-88.03450000000001,deficit
Meghalaya,West Garo Hills,2014-08-21,1.78384,30.0,-94.05386666666666,deficit
Meghalaya,East Khasi Hills,2014-08-22,19.8948,30.0,-33.684,deficit
Meghalaya,West Khasi Hills,2014-08-22,56.9799,30.0,89.933,excess
Meghalaya,South West Khasi Hills,2014-08-22,80.7974,30.0,169.32466666666664,excess
Meghalaya,Ri-Bhoi,2014-08-22,8.95681,30.0,-70.14396666666667,deficit
Meghalaya,South Garo Hills,2014-08-22,70.7437,30.0,135.81233333333336,excess
Meghalaya,North Garo Hills,2014-08-22,3.91629,30.0,-86.9457,deficit
Meghalaya,East Garo Hills,2014-08-22,26.2915,30.0,-12.36166666666667,deficit
Meghalaya,West Garo Hills,2014-08-22,3.15519,30.0,-89.4827,deficit
Meghalaya,East Khasi Hills,2014-08-23,42.1036,30.0,40.345333333333336,excess
Meghalaya,West Khasi Hills,2014-08-23,80.5158,30.0,168.386,excess
Meghalaya,South West Khasi Hills,2014-08-23,104.675,30.0,248.91666666666669,excess
Meghalaya,Ri-Bhoi,2014-08-23,43.5081,30.0,45.026999999999994,excess
Meghalaya,South Garo Hills,2014-08-23,91.9737,30.0,206.57899999999998,excess
Meghalaya,North Garo Hills,2014-08-23,16.28,30.0,-45.733333333333334,deficit
Meghalaya,East Garo Hills,2014-08-23,23.9859,30.0,-20.046999999999997,deficit
Meghalaya,West Garo Hills,2014-08-23,17.611,30.0,-41.29666666666667,deficit
Meghalaya,East Khasi Hills,2014-08-24,68.471,30.0,128.23666666666668,excess
Meghalaya,West Khasi Hills,2014-08-24,163.136,30.0,443.78666666666663,excess
Meghalaya,South West Khasi Hills,2014-08-24,244.392,30.0,714.64,excess
Meghalaya,Ri-Bhoi,2014-08-24,49.2961,30.0,64.32033333333335,excess
Meghalaya,South Garo Hills,2014-08-24,203.007,30.0,576.69,excess
Meghalaya,North Garo Hills,2014-08-24,23.2367,30.0,-22.544333333333334,deficit
Meghalaya,East Garo Hills,2014-08-24,42.3802,30.0,41.26733333333334,excess
Meghalaya,West Garo Hills,2014-08-24,23.4097,30.0,-21.967666666666663,deficit
Meghalaya,East Khasi Hills,2014-08-25,44.7448,30.0,49.14933333333333,excess
Meghalaya,West Khasi Hills,2014-08-25,266.069,30.0,786.8966666666668,excess
Meghalaya,South West Khasi Hills,2014-08-25,293.131,30.0,877.1033333333331,excess
Meghalaya,Ri-Bhoi,2014-08-25,48.4461,30.0,61.487,excess
Meghalaya,South Garo Hills,2014-08-25,311.248,30.0,937.4933333333333,excess
Meghalaya,North Garo Hills,2014-08-25,87.2045,30.0,190.68166666666667,excess
Meghalaya,East Garo Hills,2014-08-25,185.393,30.0,517.9766666666667,excess
Meghalaya,West Garo Hills,2014-08-25,63.9684,30.0,113.22800000000002,excess
Meghalaya,East Khasi Hills,2014-08-26,8.61149,30.0,-71.29503333333334,deficit
Meghalaya,West Khasi Hills,2014-08-26,19.608,30.0,-34.64,deficit
Meghalaya,South West Khasi Hills,2014-08-26,24.6292,30.0,-17.902666666666665,deficit
Meghalaya,Ri-Bhoi,2014-08-26,4.82475,30.0,-83.91749999999999,deficit
Meghalaya,South Garo Hills,2014-08-26,22.9462,30.0,-23.51266666666666,deficit
Meghalaya,North Garo Hills,2014-08-26,18.7543,30.0,-37.48566666666667,deficit
Meghalaya,East Garo Hills,2014-08-26,16.157,30.0,-46.14333333333333,deficit
Meghalaya,West Garo Hills,2014-08-26,9.86619,30.0,-67.1127,deficit
Meghalaya,East Khasi Hills,2014-08-27,1.3885,30.0,-95.37166666666667,deficit
Meghalaya,West Khasi Hills,2014-08-27,2.12887,30.0,-92.90376666666667,deficit
Meghalaya,South West Khasi Hills,2014-08-27,1.73569,30.0,-94.21436666666668,deficit
Meghalaya,Ri-Bhoi,2014-08-27,2.37692,30.0,-92.07693333333334,deficit
Meghalaya,South Garo Hills,2014-08-27,1.27065,30.0,-95.7645,deficit
Meghalaya,North Garo Hills,2014-08-27,4.44348,30.0,-85.1884,deficit
Meghalaya,East Garo Hills,2014-08-27,3.71231,30.0,-87.62563333333334,deficit
Meghalaya,West Garo Hills,2014-08-27,3.83078,30.0,-87.23073333333333,deficit
Meghalaya,East Khasi Hills,2014-08-28,5.16405,30.0,-82.78649999999999,deficit
Meghalaya,West Khasi Hills,2014-08-28,0.348644,30.0,-98.83785333333334,deficit
Meghalaya,South West Khasi Hills,2014-08-28,0.100486,30.0,-99.66504666666667,deficit
Meghalaya,Ri-Bhoi,2014-08-28,1.863,30.0,-93.79,deficit
Meghalaya,South Garo Hills,2014-08-28,0.106881,30.0,-99.64372999999999,deficit
Meghalaya,North Garo Hills,2014-08-28,0.0,30.0,-100.0,deficit
Meghalaya,East Garo Hills,2014-08-28,0.0,30.0,-100.0,deficit
Meghalaya,West Garo Hills,2014-08-28,0.0,30.0,-100.0,deficit
Meghalaya,East Khasi Hills,2014-08-29,0.364401,30.0,-98.78532999999999,deficit
Meghalaya,West Khasi Hills,2014-08-29,1.98902,30.0,-93.36993333333334,deficit
Meghalaya,South West Khasi Hills,2014-08-29,0.655765,30.0,-97.81411666666668,deficit
Meghalaya,Ri-Bhoi,2014-08-29,1.45956,30.0,-95.1348,deficit
Meghalaya,South Garo Hills,2014-08-29,1.29999,30.0,-95.66669999999999,deficit
Meghalaya,North Garo Hills,2014-08-29,0.666224,30.0,-97.77925333333334,deficit
Meghalaya,East Garo Hills,2014-08-29,1.40409,30.0,-95.3197,deficit
Meghalaya,West Garo Hills,2014-08-29,1.18843,30.0,-96.03856666666667,deficit
Meghalaya,East Khasi Hills,2014-08-30,0.0,30.0,-100.0,deficit
Meghalaya,West Khasi Hills,2014-08-30,0.0,30.0,-100.0,deficit
Meghalaya,South West Khasi Hills,2014-08-30,0.0,30.0,-100.0,deficit
Meghalaya,Ri-Bhoi,2014-08-30,0.0,30.0,-100.0,deficit
Meghalaya,South Garo Hills,2014-08-30,0.0,30.0,-100.0,deficit
Meghalaya,North Garo Hills,2014-08-30,4.75874,30.0,-84.13753333333334,deficit
Meghalaya,East Garo Hills,2014-08-30,3.91876,30.0,-86.93746666666668,deficit
Meghalaya,West Garo Hills,2014-08-30,8.48881,30.0,-71.70396666666666,deficit
Meghalaya,East Khasi Hills,2014-08-31,2.06539,30.0,-93.11536666666666,deficit
Meghalaya,West Khasi Hills,2014-08-31,32.205,30.0,7.349999999999994,excess
Meghalaya,South West Khasi Hills,2014-08-31,55.5598,30.0,85.19933333333334,excess
Meghalaya,Ri-Bhoi,2014-08-31,1.81739,30.0,-93.94203333333333,deficit
Meghalaya,South Garo Hills,2014-08-31,45.395,30.0,51.31666666666668,excess
Meghalaya,North Garo Hills,2014-08-31,17.4135,30.0,-41.955000000000005,deficit
Meghalaya,East Garo Hills,2014-08-31,16.4877,30.0,-45.041,deficit
Meghalaya,West Garo Hills,2014-08-31,10.0588,30.0,-66.47066666666667,deficit
Meghalaya,East Khasi Hills,2014-09-01,22.855,30.0,-23.816666666666666,deficit
Meghalaya,West Khasi Hills,2014-09-01,77.0839,30.0,156.94633333333334,excess
Meghalaya,South West Khasi Hills,2014-09-01,104.901,30.0,249.66999999999996,excess
Meghalaya,Ri-Bhoi,2014-09-01,13.8507,30.0,-53.830999999999996,deficit
Meghalaya,South Garo Hills,2014-09-01,91.8079,30.0,206.02633333333333,excess
Meghalaya,North Garo Hills,2014-09-01,32.6235,30.0,8.745,excess
Meghalaya,East Garo Hills,2014-09-01,45.5787,30.0,51.928999999999995,excess
Meghalaya,West Garo Hills,2014-09-01,15.1863,30.0,-49.379,deficit
Meghalaya,East Khasi Hills,2014-09-02,1.79765,30.0,-94.00783333333334,deficit
Meghalaya,West Khasi Hills,2014-09-02,0.448256,30.0,-98.50581333333334,deficit
Meghalaya,South West Khasi Hills,2014-09-02,0.129196,30.0,-99.56934666666668,deficit
Meghalaya,Ri-Bhoi,2014-09-02,0.866203,30.0,-97.11265666666668,deficit
Meghalaya,South Garo Hills,2014-09-02,0.137419,30.0,-99.54193666666666,deficit
Meghalaya,North Garo Hills,2014-09-02,0.619349,30.0,-97.93550333333333,deficit
Meghalaya,East Garo Hills,2014-09-02,0.183657,30.0,-99.38781,deficit
Meghalaya,West Garo Hills,2014-09-02,0.13643,30.0,-99.54523333333333,deficit
Meghalaya,East Khasi Hills,2014-09-03,1.69354,30.0,-94.35486666666667,deficit
Meghalaya,West Khasi Hills,2014-09-03,0.154758,30.0,-99.48414,deficit
Meghalaya,South West Khasi Hills,2014-09-03,0.414185,30.0,-98.61938333333333,deficit
Meghalaya,Ri-Bhoi,2014-09-03,0.655605,30.0,-97.81464999999999,deficit
Meghalaya,South Garo Hills,2014-09-03,0.245171,30.0,-99.18276333333334,deficit
Meghalaya,North Garo Hills,2014-09-03,0.856574,30.0,-97.14475333333333,deficit
Meghalaya,East Garo Hills,2014-09-03,0.705378,30.0,-97.64874,deficit
Meghalaya,West Garo Hills,2014-09-03,1.52799,30.0,-94.9067,deficit
Meghalaya,East Khasi Hills,2014-09-04,1.17413,30.0,-96.08623333333334,deficit
Meghalaya,West Khasi Hills,2014-09-04,0.0,30.0,-100.0,deficit
Meghalaya,South West Khasi Hills,2014-09-04,0.257488,30.0,-99.14170666666668,deficit
Meghalaya,Ri-Bhoi,2014-09-04,2.25296,30.0,-92.49013333333332,deficit
Meghalaya,South Garo Hills,2014-09-04,0.146001,30.0,-99.51333000000001,deficit
Meghalaya,North Garo Hills,2014-09-04,0.0,30.0,-100.0,deficit
Meghalaya,East Garo Hills,2014-09-04,0.0,30.0,-100.0,deficit
Meghalaya,West Garo Hills,2014-09-04,0.0,30.0,-100.0,deficit
Meghalaya,East Khasi Hills,2014-09-05,13.0521,30.0,-56.493,deficit
Meghalaya,West Khasi Hills,2014-09-05,4.44732,30.0,-85.1756,deficit
Meghalaya,South West Khasi Hills,2014-09-05,6.2649,30.0,-79.11699999999999,deficit
Meghalaya,Ri-Bhoi,2014-09-05,5.13616,30.0,-82.87946666666667,deficit
Meghalaya,South Garo Hills,2014-09-05,5.08158,30.0,-83.0614,deficit
Meghalaya,North Garo Hills,2014-09-05,0.0,30.0,-100.0,deficit
Meghalaya,East Garo Hills,2014-09-05,1.24431,30.0,-95.8523,deficit
Meghalaya,West Garo Hills,2014-09-05,0.0,30.0,-100.0,deficit
Meghalaya,East Khasi Hills,2014-09-06,0.813697,30.0,-97.28767666666667,deficit
Meghalaya,West Khasi Hills,2014-09-06,2.28045,30.0,-92.3985,deficit
Meghalaya,South West Khasi Hills,2014-09-06,4.18202,30.0,-86.05993333333333,deficit
Meghalaya,Ri-Bhoi,2014-09-06,4.88041,30.0,-83.73196666666665,deficit
Meghalaya,South Garo Hills,2014-09-06,2.74278,30.0,-90.8574,deficit
Meghalaya,North Garo Hills,2014-09-06,0.0,30.0,-100.0,deficit
Meghalaya,East Garo Hills,2014-09-06,0.0,30.0,-100.0,deficit
Meghalaya,West Garo Hills,2014-09-06,0.0,30.0,-100.0,deficit
Meghalaya,East Khasi Hills,2014-09-07,2.23869,30.0,-92.5377,deficit
Meghalaya,West Khasi Hills,2014-09-07,21.697,30.0,-27.676666666666673,deficit
Meghalaya,South West Khasi Hills,2014-09-07,28.983,30.0,-3.389999999999998,deficit
Meghalaya,Ri-Bhoi,2014-09-07,10.3939,30.0,-65.35366666666665,deficit
Meghalaya,South Garo Hills,2014-09-07,25.7189,30.0,-14.27033333333333,deficit
Meghalaya,North Garo Hills,2014-09-07,2.00004,30.0,-93.3332,deficit
Meghalaya,East Garo Hills,2014-09-07,9.72324,30.0,-67.58919999999999,deficit
Meghalaya,West Garo Hills,2014-09-07,2.06497,30.0,-93.11676666666668,deficit
Meghalaya,East Khasi Hills,2014-09-08,2.4987,30.0,-91.671,deficit
Meghalaya,West Khasi Hills,2014-09-08,56.2969,30.0,87.65633333333334,excess
Meghalaya,South West Khasi Hills,2014-09-08,83.9461,30.0,179.82033333333334,excess
Meghalaya,Ri-Bhoi,2014-09-08,0.527952,30.0,-98.24016,deficit
Meghalaya,South Garo Hills,2014-09-08,72.7258,30.0,142.41933333333336,excess
Meghalaya,North Garo Hills,2014-09-08,0.0,30.0,-100.0,deficit
Meghalaya,East Garo Hills,2014-09-08,23.9529,30.0,-20.157,deficit
Meghalaya,West Garo Hills,2014-09-08,0.0,30.0,-100.0,deficit
Meghalaya,East Khasi Hills,2014-09-09,3.81275,30.0,-87.29083333333332,deficit
Meghalaya,West Khasi Hills,2014-09-09,11.9011,30.0,-60.32966666666667,deficit
Meghalaya,South West Khasi Hills,2014-09-09,17.2148,30.0,-42.617333333333335,deficit
Meghalaya,Ri-Bhoi,2014-09-09,6.65237,30.0,-77.82543333333332,deficit
Meghalaya,South Garo Hills,2014-09-09,15.4033,30.0,-48.65566666666667,deficit
Meghalaya,North Garo Hills,2014-09-09,12.6092,30.0,-57.96933333333333,deficit
Meghalaya,East Garo Hills,2014-09-09,16.052,30.0,-46.49333333333334,deficit
Meghalaya,West Garo Hills,2014-09-09,12.366,30.0,-58.78,deficit
Meghalaya,East Khasi Hills,2014-09-10,0.692815,30.0,-97.69061666666666,deficit
Meghalaya,West Khasi Hills,2014-09-10,3.99165,30.0,-86.69449999999999,deficit
Meghalaya,South West Khasi Hills,2014-09-10,6.3583,30.0,-78.80566666666667,deficit
Meghalaya,Ri-Bhoi,2014-09-10,3.53773,30.0,-88.20756666666666,deficit
Meghalaya,South Garo Hills,2014-09-10,5.11138,30.0,-82.96206666666667,deficit
Meghalaya,North Garo Hills,2014-09-10,1.05272,30.0,-96.49093333333333,deficit
Meghalaya,East Garo Hills,2014-09-10,2.19303,30.0,-92.68990000000001,deficit
Meghalaya,West Garo Hills,2014-09-10,1.65089,30.0,-94.49703333333333,deficit
Meghalaya,East Khasi Hills,2014-09-11,3.17277,30.0,-89.4241,deficit
Meghalaya,West Khasi Hills,2014-09-11,26.6952,30.0,-11.016,deficit
Meghalaya,South West Khasi Hills,2014-09-11,23.8089,30.0,-20.636999999999997,deficit
Meghalaya,Ri-Bhoi,2014-09-11,3.03872,30.0,-89.87093333333333,deficit
Meghalaya,South Garo Hills,2014-09-11,31.7281,30.0,5.760333333333337,excess
Meghalaya,North Garo Hills,2014-09-11,2.28979,30.0,-92.36736666666665,deficit
Meghalaya,East Garo Hills,2014-09-11,20.6766,30.0,-31.078,deficit
Meghalaya,West Garo Hills,2014-09-11,16.5723,30.0,-44.75900000000001,deficit
Meghalaya,East Khasi Hills,2014-09-12,2.37943,30.0,-92.06856666666667,deficit
Meghalaya,West Khasi Hills,2014-09-12,2.78206,30.0,-90.72646666666667,deficit
Meghalaya,South West Khasi Hills,2014-09-12,3.16192,30.0,-89.46026666666668,deficit
Meghalaya,Ri-Bhoi,2014-09-12,15.1464,30.0,-49.512,deficit
Meghalaya,South Garo Hills,2014-09-12,3.49678,30.0,-88.34406666666666,deficit
Meghalaya,North Garo Hills,2014-09-12,2.11164,30.0,-92.9612,deficit
