state,district,date,daily_rainfall,daily_normal,daily_departure,rainfall_category,rainfall_anomaly,rain_3d,rain_7d,rain_15d,rain_30d,max_rain_7d,rain_days_7d,lag_1d,lag_3d,lag_7d
TELANGANA,ADILABAD,2026-08-26,2.2,6.5,-66.0,LD,-4.3,12.600000000000001,25.0,30.6,30.6,11.9,3.0,2.7,11.9,5.6
TELANGANA,ADILABAD,2026-08-27,2.5,6.8,-63.0,LD,-4.3,7.4,27.200000000000003,33.1,33.1,11.9,3.0,2.2,7.7,0.3
TELANGANA,ADILABAD,2026-08-28,0.0,6.0,-100.0,NR,-6.0,4.7,27.1,33.1,33.1,11.9,3.0,2.5,2.7,0.1
TELANGANA,ADILABAD,2026-08-29,0.0,9.0,-100.0,LD,-9.0,2.5,27.0,33.1,33.1,11.9,3.0,0.0,2.2,0.1
TELANGANA,ADILABAD,2026-08-30,1.7,7.1,-76.0,LD,-5.3999999999999995,1.7,16.8,34.8,34.8,7.7,2.0,0.0,2.5,11.9
TELANGANA,ADILABAD,2026-08-31,0.4,12.3,-97.0,LD,-11.9,2.1,9.500000000000002,35.2,35.2,2.7,1.0,1.7,0.0,7.7
TELANGANA,ADILABAD,2026-09-01,0.0,7.4,-100.0,NR,-7.4,2.1,6.8,35.2,35.2,2.5,0.0,0.4,0.0,2.7
TELANGANA,ADILABAD,2026-09-02,0.1,7.3,-99.0,LD,-7.2,0.5,4.7,35.3,35.3,2.5,0.0,0.0,1.7,2.2
TELANGANA,ADILABAD,2026-09-03,5.3,8.8,-40.0,D,-3.500000000000001,5.3999999999999995,7.5,35.0,40.6,5.3,1.0,0.1,0.4,2.5
TELANGANA,ADILABAD,2026-09-04,0.9,6.1,-85.0,LD,-5.199999999999999,6.3,8.4,35.6,41.5,5.3,1.0,5.3,0.0,0.0
TELANGANA,ADILABAD,2026-09-05,0.0,6.9,-100.0,NR,-6.9,6.2,8.4,35.5,41.5,5.3,1.0,0.9,0.1,0.0
TELANGANA,ADILABAD,2026-09-06,0.0,7.2,-100.0,LD,-7.2,0.9,6.7,35.4,41.5,5.3,1.0,0.0,5.3,1.7
TELANGANA,ADILABAD,2026-09-07,0.0,6.9,-100.0,NR,-6.9,0.0,6.300000000000001,23.5,41.5,5.3,1.0,0.0,0.9,0.4
TELANGANA,ADILABAD,2026-09-08,0.0,8.6,-100.0,NR,-8.6,0.0,6.300000000000001,15.8,41.5,5.3,1.0,0.0,0.0,0.0
MADHYA PRADESH,AGAR-MALWA,2026-08-26,42.2,5.6,654.0,LE,36.6,49.0,50.0,50.0,50.0,42.2,2.0,6.8,0.2,0.0
MADHYA PRADESH,AGAR-MALWA,2026-08-27,103.6,6.2,1571.0,LE,97.39999999999999,152.6,153.6,153.6,153.6,103.6,3.0,42.2,0.0,0.0
MADHYA PRADESH,AGAR-MALWA,2026-08-28,5.2,5.5,-5.0,N,-0.2999999999999998,150.99999999999997,157.99999999999997,158.79999999999998,158.79999999999998,103.6,4.0,103.6,6.8,0.8
MADHYA PRADESH,AGAR-MALWA,2026-08-29,0.0,9.6,-100.0,NR,-9.6,108.8,157.99999999999997,158.79999999999998,158.79999999999998,103.6,4.0,5.2,42.2,0.0
MADHYA PRADESH,AGAR-MALWA,2026-08-30,0.0,11.9,-100.0,NR,-11.9,5.2,157.79999999999998,158.79999999999998,158.79999999999998,103.6,4.0,0.0,103.6,0.2
MADHYA PRADESH,AGAR-MALWA,2026-08-31,0.0,10.3,-100.0,NR,-10.3,0.0,157.79999999999998,158.79999999999998,158.79999999999998,103.6,4.0,0.0,5.2,0.0
MADHYA PRADESH,AGAR-MALWA,2026-09-01,0.0,10.6,-100.0,NR,-10.6,0.0,150.99999999999997,158.79999999999998,158.79999999999998,103.6,3.0,0.0,0.0,6.8
MADHYA PRADESH,AGAR-MALWA,2026-09-02,0.0,4.7,-100.0,NR,-4.7,0.0,108.8,158.79999999999998,158.79999999999998,103.6,2.0,0.0,0.0,42.2
MADHYA PRADESH,AGAR-MALWA,2026-09-03,0.0,11.0,-100.0,NR,-11.0,0.0,5.2,158.79999999999998,158.79999999999998,5.2,1.0,0.0,0.0,103.6
MADHYA PRADESH,AGAR-MALWA,2026-09-04,21.6,8.7,148.0,LE,12.900000000000002,21.6,21.6,180.4,180.4,21.6,1.0,0.0,0.0,5.2
MADHYA PRADESH,AGAR-MALWA,2026-09-05,33.3,5.9,465.0,LE,27.4,54.9,54.9,212.89999999999998,213.7,33.3,2.0,21.6,0.0,0.0
MADHYA PRADESH,AGAR-MALWA,2026-09-06,13.7,7.9,73.0,LE,5.799999999999999,68.6,68.6,226.59999999999997,227.39999999999998,33.3,3.0,33.3,0.0,0.0
MADHYA PRADESH,AGAR-MALWA,2026-09-07,22.2,4.7,372.0,LE,17.5,69.19999999999999,90.8,248.6,249.6,33.3,4.0,13.7,21.6,0.0
MADHYA PRADESH,AGAR-MALWA,2026-09-08,0.0,3.5,-100.0,NR,-3.5,35.9,90.8,248.6,249.6,33.3,4.0,22.2,33.3,0.0
UTTAR PRADESH,AGRA,2026-08-26,8.9,4.7,90.0,LE,4.2,36.3,44.0,44.6,44.6,25.3,4.0,2.1,0.6,0.6
UTTAR PRADESH,AGRA,2026-08-27,13.2,5.5,140.0,LE,7.699999999999999,24.2,54.0,57.8,57.8,25.3,4.0,8.9,25.3,3.2
UTTAR PRADESH,AGRA,2026-08-28,3.5,5.3,-34.0,D,-1.7999999999999998,25.599999999999998,54.099999999999994,61.3,61.3,25.3,4.0,13.2,2.1,3.4
UTTAR PRADESH,AGRA,2026-08-29,0.0,6.8,-100.0,NR,-6.8,16.7,53.599999999999994,61.3,61.3,25.3,4.0,3.5,8.9,0.5
UTTAR PRADESH,AGRA,2026-08-30,0.0,4.6,-100.0,NR,-4.6,3.5,53.0,61.3,61.3,25.3,4.0,0.0,13.2,0.6
UTTAR PRADESH,AGRA,2026-08-31,0.0,3.3,-100.0,NR,-3.3,0.0,27.7,61.3,61.3,13.2,3.0,0.0,3.5,25.3
UTTAR PRADESH,AGRA,2026-09-01,0.0,3.8,-100.0,NR,-3.8,0.0,25.599999999999998,61.3,61.3,13.2,3.0,0.0,0.0,2.1
UTTAR PRADESH,AGRA,2026-09-02,0.7,5.0,-86.0,LD,-4.3,0.7,17.4,62.0,62.0,13.2,2.0,0.0,0.0,8.9
UTTAR PRADESH,AGRA,2026-09-03,11.2,6.0,86.0,LE,5.199999999999999,11.899999999999999,15.399999999999999,72.6,73.2,11.2,2.0,0.7,0.0,13.2
UTTAR PRADESH,AGRA,2026-09-04,10.7,4.8,123.0,LE,5.8999999999999995,22.599999999999998,22.599999999999998,80.1,83.9,11.2,2.0,11.2,0.0,3.5
UTTAR PRADESH,AGRA,2026-09-05,33.3,5.1,553.0,LE,28.199999999999996,55.199999999999996,55.89999999999999,110.0,117.19999999999999,33.3,3.0,10.7,0.7,0.0
UTTAR PRADESH,AGRA,2026-09-06,14.3,4.0,258.0,LE,10.3,58.3,70.19999999999999,123.8,131.5,33.3,4.0,33.3,11.2,0.0
UTTAR PRADESH,AGRA,2026-09-07,10.1,6.1,65.0,LE,4.0,57.699999999999996,80.3,133.29999999999998,141.6,33.3,5.0,14.3,10.7,0.0
UTTAR PRADESH,AGRA,2026-09-08,0.0,3.4,-100.0,NR,-3.4,24.4,80.3,108.0,141.6,33.3,5.0,10.1,33.3,0.0
GUJARAT,AHMADABAD,2026-08-26,0.0,4.1,-100.0,NR,-4.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-08-27,0.0,4.4,-100.0,NR,-4.4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-08-28,0.0,5.8,-100.0,NR,-5.8,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-08-29,0.0,7.9,-100.0,NR,-7.9,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1
GUJARAT,AHMADABAD,2026-08-30,0.0,9.9,-100.0,NR,-9.9,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-08-31,0.0,6.8,-100.0,NR,-6.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-01,0.0,4.9,-100.0,NR,-4.9,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-02,0.0,3.1,-99.0,LD,-3.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-03,0.0,4.5,-100.0,NR,-4.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-04,0.0,4.8,-100.0,NR,-4.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-05,0.0,3.5,-100.0,NR,-3.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-06,0.0,3.1,-100.0,NR,-3.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-07,0.0,6.0,-100.0,NR,-6.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
GUJARAT,AHMADABAD,2026-09-08,0.0,5.6,-100.0,NR,-5.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,AHMADNAGAR,2026-08-26,0.2,3.5,-94.0,LD,-3.3,0.6000000000000001,3.0,4.1000000000000005,4.1000000000000005,1.1,0.0,0.0,1.1,1.1
MAHARASHTRA,AHMADNAGAR,2026-08-27,0.0,4.3,-100.0,NR,-4.3,0.2,2.9,4.1000000000000005,4.1000000000000005,1.1,0.0,0.2,0.4,0.1
MAHARASHTRA,AHMADNAGAR,2026-08-28,0.1,4.2,-98.0,LD,-4.1000000000000005,0.30000000000000004,2.9,4.2,4.2,1.1,0.0,0.0,0.0,0.1
MAHARASHTRA,AHMADNAGAR,2026-08-29,0.1,3.5,-98.0,LD,-3.4,0.2,1.9000000000000001,4.300000000000001,4.300000000000001,1.1,0.0,0.1,0.2,1.1
MAHARASHTRA,AHMADNAGAR,2026-08-30,0.9,4.4,-79.0,LD,-3.5000000000000004,1.1,1.7000000000000002,5.2,5.2,0.9,0.0,0.1,0.0,1.1
MAHARASHTRA,AHMADNAGAR,2026-08-31,0.0,5.1,-100.0,NR,-5.1,0.9999999999999999,1.3000000000000003,5.2,5.2,0.9,0.0,0.9,0.1,0.4
MAHARASHTRA,AHMADNAGAR,2026-09-01,0.0,4.5,-100.0,NR,-4.5,0.8999999999999999,1.3000000000000003,5.2,5.2,0.9,0.0,0.0,0.1,0.0
MAHARASHTRA,AHMADNAGAR,2026-09-02,0.0,3.6,-100.0,NR,-3.6,0.0,1.1,5.2,5.2,0.9,0.0,0.0,0.9,0.2
MAHARASHTRA,AHMADNAGAR,2026-09-03,0.1,3.6,-97.0,LD,-3.5,0.1,1.2,4.2,5.300000000000001,0.9,0.0,0.0,0.0,0.0
MAHARASHTRA,AHMADNAGAR,2026-09-04,0.2,3.5,-94.0,LD,-3.3,0.30000000000000004,1.3,4.3,5.5,0.9,0.0,0.1,0.0,0.1
MAHARASHTRA,AHMADNAGAR,2026-09-05,0.0,2.6,-100.0,NR,-2.6,0.30000000000000004,1.2,4.2,5.5,0.9,0.0,0.2,0.0,0.1
MAHARASHTRA,AHMADNAGAR,2026-09-06,0.0,3.3,-100.0,NR,-3.3,0.2,0.30000000000000004,3.1,5.5,0.2,0.0,0.0,0.1,0.9
MAHARASHTRA,AHMADNAGAR,2026-09-07,0.1,2.7,-98.0,LD,-2.6,0.1,0.4,2.0999999999999996,5.6000000000000005,0.2,0.0,0.0,0.2,0.0
MAHARASHTRA,AHMADNAGAR,2026-09-08,0.0,3.7,-100.0,NR,-3.7,0.1,0.4,1.7,5.6000000000000005,0.2,0.0,0.1,0.0,0.0
MIZORAM,AIZAWL,2026-08-26,8.0,18.7,-57.0,D,-10.7,23.8,72.5,77.7,77.7,18.5,7.0,5.7,18.5,5.2
MIZORAM,AIZAWL,2026-08-27,27.0,10.7,152.0,LE,16.3,40.7,93.0,104.7,104.7,27.0,7.0,8.0,10.1,6.5
MIZORAM,AIZAWL,2026-08-28,34.9,11.7,199.0,LE,23.2,69.9,112.39999999999999,139.6,139.6,34.9,7.0,27.0,5.7,15.5
MIZORAM,AIZAWL,2026-08-29,18.0,10.8,67.0,LE,7.199999999999999,79.9,122.19999999999999,157.6,157.6,34.9,7.0,34.9,8.0,8.2
MIZORAM,AIZAWL,2026-08-30,21.8,10.0,118.0,LE,11.8,74.7,125.49999999999999,179.4,179.4,34.9,7.0,18.0,27.0,18.5
MIZORAM,AIZAWL,2026-08-31,12.0,11.6,3.0,N,0.40000000000000036,51.80000000000001,127.39999999999999,191.4,191.4,34.9,7.0,21.8,34.9,10.1
MIZORAM,AIZAWL,2026-09-01,20.4,11.6,75.0,LE,8.799999999999999,54.2,142.1,211.79999999999998,211.79999999999998,34.9,7.0,12.0,18.0,5.7
MIZORAM,AIZAWL,2026-09-02,17.6,11.0,60.0,LE,6.600000000000001,50.000000000000014,151.7,229.4,229.4,34.9,7.0,20.4,21.8,8.0
MIZORAM,AIZAWL,2026-09-03,12.2,12.9,-6.0,N,-0.7000000000000011,50.20000000000001,136.89999999999998,236.4,241.6,34.9,7.0,17.6,12.0,27.0
MIZORAM,AIZAWL,2026-09-04,10.3,17.7,-42.0,D,-7.399999999999999,40.10000000000001,112.3,240.20000000000002,251.9,21.8,7.0,12.2,20.4,34.9
MIZORAM,AIZAWL,2026-09-05,1.0,16.9,-94.0,LD,-15.899999999999999,23.500000000000007,95.3,225.70000000000002,252.9,21.8,6.0,10.3,17.6,18.0
MIZORAM,AIZAWL,2026-09-06,18.6,15.9,17.0,N,2.700000000000001,29.90000000000001,92.10000000000001,236.1,271.5,20.4,6.0,1.0,12.2,21.8
MIZORAM,AIZAWL,2026-09-07,8.7,12.7,-32.0,D,-4.0,28.300000000000008,88.80000000000001,226.29999999999998,280.2,20.4,6.0,18.6,10.3,12.0
MIZORAM,AIZAWL,2026-09-08,32.2,14.2,126.0,LE,18.000000000000004,59.500000000000014,100.6,248.4,312.4,32.2,6.0,8.7,1.0,20.4
RAJASTHAN,AJMER,2026-08-26,20.2,4.6,340.0,LE,15.6,20.2,20.2,20.2,20.2,20.2,1.0,0.0,0.0,0.0
RAJASTHAN,AJMER,2026-08-27,0.0,3.7,-100.0,NR,-3.7,20.2,20.2,20.2,20.2,20.2,1.0,20.2,0.0,0.0
RAJASTHAN,AJMER,2026-08-28,0.0,3.9,-100.0,NR,-3.9,20.2,20.2,20.2,20.2,20.2,1.0,0.0,0.0,0.0
RAJASTHAN,AJMER,2026-08-29,0.0,3.0,-100.0,NR,-3.0,0.0,20.2,20.2,20.2,20.2,1.0,0.0,20.2,0.0
RAJASTHAN,AJMER,2026-08-30,0.0,3.7,-100.0,NR,-3.7,0.0,20.2,20.2,20.2,20.2,1.0,0.0,0.0,0.0
RAJASTHAN,AJMER,2026-08-31,0.0,4.3,-100.0,NR,-4.3,0.0,20.2,20.2,20.2,20.2,1.0,0.0,0.0,0.0
RAJASTHAN,AJMER,2026-09-01,0.0,3.2,-100.0,NR,-3.2,0.0,20.2,20.2,20.2,20.2,1.0,0.0,0.0,0.0
RAJASTHAN,AJMER,2026-09-02,0.0,3.2,-100.0,NR,-3.2,0.0,0.0,20.2,20.2,0.0,0.0,0.0,0.0,20.2
RAJASTHAN,AJMER,2026-09-03,0.0,3.6,-100.0,NR,-3.6,0.0,0.0,20.2,20.2,0.0,0.0,0.0,0.0,0.0
RAJASTHAN,AJMER,2026-09-04,1.4,4.5,-70.0,LD,-3.1,1.4,1.4,21.599999999999998,21.599999999999998,1.4,0.0,0.0,0.0,0.0
RAJASTHAN,AJMER,2026-09-05,5.9,3.9,51.0,E,2.0000000000000004,7.300000000000001,7.300000000000001,27.5,27.5,5.9,1.0,1.4,0.0,0.0
RAJASTHAN,AJMER,2026-09-06,4.0,2.7,49.0,E,1.2999999999999998,11.3,11.3,31.5,31.5,5.9,2.0,5.9,0.0,0.0
RAJASTHAN,AJMER,2026-09-07,0.0,3.7,-100.0,NR,-3.7,9.9,11.3,31.5,31.5,5.9,2.0,4.0,1.4,0.0
RAJASTHAN,AJMER,2026-09-08,0.0,4.0,-100.0,NR,-4.0,4.0,11.3,31.5,31.5,5.9,2.0,0.0,5.9,0.0
MAHARASHTRA,AKOLA,2026-08-26,1.5,7.7,-80.0,LD,-6.2,4.6,5.2,5.7,5.7,2.6,1.0,0.5,0.1,0.5
MAHARASHTRA,AKOLA,2026-08-27,2.4,7.6,-68.0,LD,-5.199999999999999,4.4,7.6,8.1,8.1,2.6,1.0,1.5,2.6,0.0
MAHARASHTRA,AKOLA,2026-08-28,0.0,4.7,-100.0,NR,-4.7,3.9,7.1,8.1,8.1,2.6,1.0,2.4,0.5,0.5
MAHARASHTRA,AKOLA,2026-08-29,0.0,6.9,-99.0,LD,-6.9,2.4,7.1,8.1,8.1,2.6,1.0,0.0,1.5,0.0
MAHARASHTRA,AKOLA,2026-08-30,0.0,5.6,-100.0,NR,-5.6,0.0,7.0,8.1,8.1,2.6,1.0,0.0,2.4,0.1
MAHARASHTRA,AKOLA,2026-08-31,0.0,9.0,-100.0,LD,-9.0,0.0,4.4,8.1,8.1,2.4,0.0,0.0,0.0,2.6
MAHARASHTRA,AKOLA,2026-09-01,0.0,5.0,-100.0,NR,-5.0,0.0,3.9,8.1,8.1,2.4,0.0,0.0,0.0,0.5
MAHARASHTRA,AKOLA,2026-09-02,0.1,8.0,-98.0,LD,-7.9,0.1,2.5,8.2,8.2,2.4,0.0,0.0,0.0,1.5
MAHARASHTRA,AKOLA,2026-09-03,0.5,7.3,-93.0,LD,-6.8,0.6,0.6,8.2,8.7,0.5,0.0,0.1,0.0,2.4
MAHARASHTRA,AKOLA,2026-09-04,0.3,3.9,-93.0,LD,-3.6,0.8999999999999999,0.8999999999999999,8.5,9.0,0.5,0.0,0.5,0.0,0.0
MAHARASHTRA,AKOLA,2026-09-05,1.9,4.3,-56.0,D,-2.4,2.6999999999999997,2.8,9.9,10.9,1.9,0.0,0.3,0.1,0.0
MAHARASHTRA,AKOLA,2026-09-06,0.2,5.1,-96.0,LD,-4.8999999999999995,2.4,3.0,10.1,11.1,1.9,0.0,1.9,0.5,0.0
MAHARASHTRA,AKOLA,2026-09-07,0.1,4.4,-97.0,LD,-4.300000000000001,2.1999999999999997,3.0999999999999996,10.1,11.2,1.9,0.0,0.2,0.3,0.0
MAHARASHTRA,AKOLA,2026-09-08,2.3,6.2,-62.0,LD,-3.9000000000000004,2.5999999999999996,5.3999999999999995,9.799999999999999,13.5,2.3,0.0,0.1,1.9,0.0
KERALA,ALAPPUZHA,2026-08-26,16.8,8.9,89.0,LE,7.9,46.8,79.60000000000001,81.5,81.5,19.1,6.0,17.9,19.1,1.9
KERALA,ALAPPUZHA,2026-08-27,2.2,8.2,-73.0,LD,-5.999999999999999,36.9,73.4,83.7,83.7,19.1,5.0,16.8,12.1,8.4
KERALA,ALAPPUZHA,2026-08-28,0.6,7.9,-93.0,LD,-7.300000000000001,19.599999999999998,71.10000000000001,84.3,84.3,19.1,4.0,2.2,17.9,2.9
KERALA,ALAPPUZHA,2026-08-29,1.5,10.1,-85.0,LD,-8.6,4.299999999999997,70.2,85.8,85.8,19.1,4.0,0.6,16.8,2.4
KERALA,ALAPPUZHA,2026-08-30,8.2,9.9,-18.0,N,-1.700000000000001,10.299999999999997,59.3,94.0,94.0,17.9,4.0,1.5,2.2,19.1
KERALA,ALAPPUZHA,2026-08-31,1.8,8.0,-77.0,LD,-6.2,11.499999999999998,49.0,95.8,95.8,17.9,3.0,8.2,0.6,12.1
KERALA,ALAPPUZHA,2026-09-01,0.1,10.5,-99.0,LD,-10.4,10.099999999999998,31.2,95.9,95.9,16.8,2.0,1.8,1.5,17.9
KERALA,ALAPPUZHA,2026-09-02,0.1,6.5,-99.0,LD,-6.4,1.9999999999999982,14.5,96.0,96.0,8.2,1.0,0.1,8.2,16.8
KERALA,ALAPPUZHA,2026-09-03,0.1,9.2,-99.0,LD,-9.1,0.30000000000000004,12.4,94.2,96.10000000000001,8.2,1.0,0.1,1.8,2.2
KERALA,ALAPPUZHA,2026-09-04,0.1,6.7,-98.0,LD,-6.6000000000000005,0.30000000000000004,11.899999999999999,85.9,96.2,8.2,1.0,0.1,0.1,0.6
KERALA,ALAPPUZHA,2026-09-05,0.0,8.9,-100.0,NR,-8.9,0.19999999999999823,10.399999999999999,83.0,96.2,8.2,1.0,0.1,0.1,1.5
KERALA,ALAPPUZHA,2026-09-06,0.0,8.8,-100.0,NR,-8.8,0.09999999999999823,2.2,80.60000000000001,96.2,1.8,0.0,0.0,0.1,8.2
KERALA,ALAPPUZHA,2026-09-07,0.3,11.9,-97.0,LD,-11.6,0.2999999999999982,0.7,61.800000000000004,96.5,0.3,0.0,0.0,0.1,1.8
KERALA,ALAPPUZHA,2026-09-08,0.0,7.3,-100.0,NR,-7.3,0.2999999999999982,0.6000000000000001,49.7,96.5,0.3,0.0,0.3,0.0,0.1
UTTAR PRADESH,ALIGARH,2026-08-26,1.2,12.2,-90.0,LD,-11.0,6.7,20.8,21.0,21.0,6.3,4.0,4.7,3.0,0.2
UTTAR PRADESH,ALIGARH,2026-08-27,6.5,7.2,-9.0,N,-0.7000000000000002,12.4,26.3,27.5,27.5,6.5,5.0,1.2,0.8,1.0
UTTAR PRADESH,ALIGARH,2026-08-28,1.4,6.5,-79.0,LD,-5.1,9.1,23.9,28.9,28.9,6.5,4.0,6.5,4.7,3.8
UTTAR PRADESH,ALIGARH,2026-08-29,0.0,5.9,-100.0,NR,-5.9,7.9,17.599999999999998,28.9,28.9,6.5,3.0,1.4,1.2,6.3
UTTAR PRADESH,ALIGARH,2026-08-30,0.0,5.7,-100.0,NR,-5.7,1.4,14.6,28.9,28.9,6.5,2.0,0.0,6.5,3.0
UTTAR PRADESH,ALIGARH,2026-08-31,0.0,2.2,-100.0,NR,-2.2,0.0,13.8,28.9,28.9,6.5,2.0,0.0,1.4,0.8
UTTAR PRADESH,ALIGARH,2026-09-01,0.0,4.2,-100.0,NR,-4.2,0.0,9.100000000000001,28.9,28.9,6.5,1.0,0.0,0.0,4.7
UTTAR PRADESH,ALIGARH,2026-09-02,0.5,5.4,-91.0,LD,-4.9,0.5,8.4,29.4,29.4,6.5,1.0,0.0,0.0,1.2
UTTAR PRADESH,ALIGARH,2026-09-03,2.0,3.1,-35.0,D,-1.1,2.5,3.9,31.2,31.4,2.0,0.0,0.5,0.0,6.5
UTTAR PRADESH,ALIGARH,2026-09-04,6.2,6.1,1.0,N,0.10000000000000053,8.7,8.7,36.4,37.6,6.2,1.0,2.0,0.0,1.4
UTTAR PRADESH,ALIGARH,2026-09-05,6.1,5.5,11.0,N,0.5999999999999996,14.3,14.8,38.699999999999996,43.7,6.2,2.0,6.2,0.5,0.0
UTTAR PRADESH,ALIGARH,2026-09-06,8.4,4.4,91.0,LE,4.0,20.7,23.2,40.8,52.1,8.4,3.0,6.1,2.0,0.0
UTTAR PRADESH,ALIGARH,2026-09-07,8.7,7.4,18.0,N,1.299999999999999,23.2,31.9,46.5,60.8,8.7,4.0,8.4,6.2,0.0
UTTAR PRADESH,ALIGARH,2026-09-08,0.0,3.7,-100.0,NR,-3.7,17.099999999999998,31.9,45.7,60.8,8.7,4.0,8.7,6.1,0.0
WEST BENGAL,ALIPURDUAR,2026-08-26,20.2,29.8,-32.0,D,-9.600000000000001,32.099999999999994,88.39999999999999,88.8,88.8,50.3,4.0,1.6,2.0,0.4
WEST BENGAL,ALIPURDUAR,2026-08-27,9.4,16.6,-43.0,D,-7.200000000000001,31.199999999999996,94.0,98.2,98.2,50.3,4.0,20.2,10.3,3.8
WEST BENGAL,ALIPURDUAR,2026-08-28,10.8,25.5,-58.0,D,-14.7,40.4,54.5,109.0,109.0,20.2,4.0,9.4,1.6,50.3
WEST BENGAL,ALIPURDUAR,2026-08-29,5.8,19.3,-70.0,LD,-13.5,25.999999999999996,60.1,114.8,114.8,20.2,5.0,10.8,20.2,0.2
WEST BENGAL,ALIPURDUAR,2026-08-30,2.7,34.8,-92.0,LD,-32.099999999999994,19.299999999999997,60.8,117.5,117.5,20.2,6.0,5.8,9.4,2.0
WEST BENGAL,ALIPURDUAR,2026-08-31,22.8,24.1,-5.0,N,-1.3000000000000007,31.299999999999997,73.30000000000001,140.3,140.3,22.8,6.0,2.7,10.8,10.3
WEST BENGAL,ALIPURDUAR,2026-09-01,4.6,18.7,-76.0,LD,-14.1,30.099999999999994,76.30000000000001,144.9,144.9,22.8,7.0,22.8,5.8,1.6
WEST BENGAL,ALIPURDUAR,2026-09-02,3.5,23.0,-85.0,LD,-19.5,30.9,59.60000000000001,148.4,148.4,22.8,7.0,4.6,2.7,20.2
WEST BENGAL,ALIPURDUAR,2026-09-03,0.0,25.0,-100.0,NR,-25.0,8.099999999999996,50.2,148.0,148.4,22.8,6.0,3.5,22.8,9.4
WEST BENGAL,ALIPURDUAR,2026-09-04,9.7,20.9,-53.0,D,-11.2,13.199999999999996,49.1,153.9,158.1,22.8,6.0,0.0,4.6,10.8
WEST BENGAL,ALIPURDUAR,2026-09-05,20.9,15.7,33.0,E,5.199999999999999,30.599999999999994,64.19999999999999,124.5,179.0,22.8,6.0,9.7,3.5,5.8
WEST BENGAL,ALIPURDUAR,2026-09-06,27.1,21.0,29.0,E,6.100000000000001,57.699999999999996,88.6,151.4,206.1,27.1,6.0,20.9,0.0,2.7
WEST BENGAL,ALIPURDUAR,2026-09-07,30.2,21.2,43.0,E,9.0,78.2,95.99999999999999,179.6,236.3,30.2,6.0,27.1,9.7,22.8
WEST BENGAL,ALIPURDUAR,2026-09-08,11.4,29.0,-61.0,LD,-17.6,68.69999999999999,102.8,180.70000000000002,247.7,30.2,6.0,30.2,20.9,4.6
MADHYA PRADESH,ALIRAJPUR,2026-08-26,1.9,8.0,-77.0,LD,-6.1,9.399999999999999,17.7,17.7,17.7,5.5,2.0,5.1,0.2,0.0
MADHYA PRADESH,ALIRAJPUR,2026-08-27,0.0,9.9,-100.0,NR,-9.9,6.999999999999998,16.7,17.7,17.7,5.5,2.0,1.9,2.4,1.0
MADHYA PRADESH,ALIRAJPUR,2026-08-28,0.0,8.7,-100.0,NR,-8.7,1.899999999999999,11.2,17.7,17.7,5.1,1.0,0.0,5.1,5.5
MADHYA PRADESH,ALIRAJPUR,2026-08-29,0.0,5.3,-100.0,NR,-5.3,0.0,9.6,17.7,17.7,5.1,1.0,0.0,1.9,1.6
MADHYA PRADESH,ALIRAJPUR,2026-08-30,0.0,9.2,-100.0,NR,-9.2,0.0,9.399999999999999,17.7,17.7,5.1,1.0,0.0,0.0,0.2
MADHYA PRADESH,ALIRAJPUR,2026-08-31,0.0,10.0,-100.0,NR,-10.0,0.0,7.0,17.7,17.7,5.1,1.0,0.0,0.0,2.4
MADHYA PRADESH,ALIRAJPUR,2026-09-01,0.0,7.5,-100.0,NR,-7.5,0.0,1.9,17.7,17.7,1.9,0.0,0.0,0.0,5.1
MADHYA PRADESH,ALIRAJPUR,2026-09-02,0.0,3.2,-100.0,NR,-3.2,0.0,0.0,17.7,17.7,0.0,0.0,0.0,0.0,1.9
MADHYA PRADESH,ALIRAJPUR,2026-09-03,0.7,5.8,-89.0,LD,-5.1,0.6999999999999991,0.7,18.4,18.4,0.7,0.0,0.0,0.0,0.0
