state,district,date,daily_rainfall,daily_normal,daily_departure,rainfall_category,rainfall_anomaly,rain_3d,rain_7d,rain_15d,rain_30d,max_rain_7d,rain_days_7d,lag_1d,lag_3d,lag_7d
KARNATAKA,KOPPAL,2026-09-06,0.0,3.7,-100.0,NR,-3.7,1.0,6.3,20.0,36.3,5.0,1.0,0.1,5.0,0.0
KARNATAKA,KOPPAL,2026-09-07,0.0,4.7,-100.0,NR,-4.7,0.1,6.3,18.6,36.3,5.0,1.0,0.0,0.9,0.0
KARNATAKA,KOPPAL,2026-09-08,0.0,4.1,-100.0,NR,-4.1,0.0,6.3,8.5,36.3,5.0,1.0,0.0,0.1,0.0
ODISHA,KORAPUT,2026-08-26,3.4,11.1,-70.0,LD,-7.699999999999999,66.6,177.7,184.1,184.1,72.5,7.0,13.2,72.5,6.4
ODISHA,KORAPUT,2026-08-27,12.5,14.8,-15.0,N,-2.3000000000000007,29.1,182.5,196.6,196.6,72.5,7.0,3.4,50.0,7.7
ODISHA,KORAPUT,2026-08-28,18.4,12.6,46.0,E,5.799999999999999,34.3,196.1,215.0,215.0,72.5,7.0,12.5,13.2,4.8
ODISHA,KORAPUT,2026-08-29,0.2,9.1,-97.0,LD,-8.9,31.1,170.2,215.2,215.2,72.5,6.0,18.4,3.4,26.1
ODISHA,KORAPUT,2026-08-30,17.0,9.2,85.0,LE,7.800000000000001,35.6,114.7,232.2,232.2,50.0,6.0,0.2,12.5,72.5
ODISHA,KORAPUT,2026-08-31,25.9,13.4,93.0,LE,12.499999999999998,43.1,90.6,258.1,258.1,25.9,6.0,17.0,18.4,50.0
ODISHA,KORAPUT,2026-09-01,7.0,7.7,-9.0,N,-0.7000000000000002,49.9,84.39999999999999,265.1,265.1,25.9,6.0,25.9,0.2,13.2
ODISHA,KORAPUT,2026-09-02,0.4,9.4,-96.0,LD,-9.0,33.300000000000004,81.4,265.5,265.5,25.9,5.0,7.0,17.0,3.4
ODISHA,KORAPUT,2026-09-03,6.0,11.8,-49.0,D,-5.800000000000001,13.400000000000004,74.9,265.1,271.5,25.9,5.0,0.4,25.9,12.5
ODISHA,KORAPUT,2026-09-04,1.3,14.1,-91.0,LD,-12.799999999999999,7.700000000000004,57.8,258.7,272.8,25.9,4.0,6.0,7.0,18.4
ODISHA,KORAPUT,2026-09-05,0.0,11.0,-100.0,NR,-11.0,7.300000000000003,57.599999999999994,253.9,272.8,25.9,4.0,1.3,0.4,0.2
ODISHA,KORAPUT,2026-09-06,0.6,9.9,-94.0,LD,-9.3,1.9000000000000035,41.199999999999996,228.4,273.4,25.9,3.0,0.0,6.0,17.0
ODISHA,KORAPUT,2026-09-07,1.9,11.5,-84.0,LD,-9.6,2.5000000000000036,17.2,157.8,275.3,7.0,2.0,0.6,1.3,25.9
ODISHA,KORAPUT,2026-09-08,7.3,9.5,-23.0,D,-2.2,9.800000000000004,17.5,115.1,282.6,7.3,2.0,1.9,0.0,7.0
CHHATISGARH,KORBA,2026-08-26,20.7,5.9,250.0,LE,14.799999999999999,73.10000000000001,107.1,128.3,128.3,37.7,6.0,37.7,2.3,21.2
CHHATISGARH,KORBA,2026-08-27,1.2,8.7,-86.0,LD,-7.499999999999999,59.6,88.10000000000001,129.5,129.5,37.7,5.0,20.7,14.7,20.2
CHHATISGARH,KORBA,2026-08-28,25.5,9.8,160.0,LE,15.7,47.4,108.8,155.0,155.0,37.7,5.0,1.2,37.7,4.8
CHHATISGARH,KORBA,2026-08-29,6.9,10.6,-34.0,D,-3.6999999999999993,33.6,109.0,161.9,161.9,37.7,5.0,25.5,20.7,6.7
CHHATISGARH,KORBA,2026-08-30,31.0,8.1,282.0,LE,22.9,63.4,137.7,192.9,192.9,37.7,6.0,6.9,1.2,2.3
CHHATISGARH,KORBA,2026-08-31,4.4,8.5,-48.0,D,-4.1,42.300000000000004,127.4,197.3,197.3,37.7,6.0,31.0,25.5,14.7
CHHATISGARH,KORBA,2026-09-01,8.0,8.7,-8.0,N,-0.6999999999999993,43.4,97.69999999999999,205.3,205.3,31.0,6.0,4.4,6.9,37.7
CHHATISGARH,KORBA,2026-09-02,3.2,14.4,-78.0,LD,-11.2,15.600000000000001,80.2,208.5,208.5,31.0,6.0,8.0,31.0,20.7
CHHATISGARH,KORBA,2026-09-03,13.8,13.1,5.0,N,0.7000000000000011,25.0,92.8,201.10000000000002,222.3,31.0,7.0,3.2,4.4,1.2
CHHATISGARH,KORBA,2026-09-04,6.9,10.1,-32.0,D,-3.1999999999999993,23.900000000000002,74.2,187.79999999999998,229.2,31.0,7.0,13.8,8.0,25.5
CHHATISGARH,KORBA,2026-09-05,0.7,9.1,-92.0,LD,-8.4,21.400000000000002,68.0,183.70000000000002,229.9,31.0,6.0,6.9,3.2,6.9
CHHATISGARH,KORBA,2026-09-06,0.1,16.3,-99.0,LD,-16.2,7.700000000000002,37.1,177.1,230.0,13.8,5.0,0.7,13.8,31.0
CHHATISGARH,KORBA,2026-09-07,0.0,19.8,-100.0,NR,-19.8,0.8000000000000017,32.7,174.8,230.0,13.8,4.0,0.1,6.9,4.4
CHHATISGARH,KORBA,2026-09-08,1.8,11.6,-84.0,LD,-9.799999999999999,1.9000000000000017,26.500000000000004,161.9,231.8,13.8,3.0,0.0,0.7,8.0
CHHATISGARH,KOREA,2026-08-26,1.1,6.5,-83.0,LD,-5.4,12.7,40.8,62.9,62.9,15.6,4.0,10.4,15.6,22.1
CHHATISGARH,KOREA,2026-08-27,1.1,6.2,-83.0,LD,-5.1,12.600000000000001,35.199999999999996,64.0,64.0,15.6,3.0,1.1,1.2,6.7
CHHATISGARH,KOREA,2026-08-28,2.3,17.3,-86.0,LD,-15.0,4.5,36.099999999999994,66.3,66.3,15.6,3.0,1.1,10.4,1.4
CHHATISGARH,KOREA,2026-08-29,8.8,9.7,-9.0,N,-0.8999999999999986,12.200000000000001,40.5,75.1,75.1,15.6,3.0,2.3,1.1,4.4
CHHATISGARH,KOREA,2026-08-30,5.2,6.7,-22.0,D,-1.5,16.3,30.099999999999998,80.3,80.3,10.4,3.0,8.8,1.1,15.6
CHHATISGARH,KOREA,2026-08-31,25.5,3.2,696.0,LE,22.3,39.5,54.4,105.8,105.8,25.5,4.0,5.2,2.3,1.2
CHHATISGARH,KOREA,2026-09-01,3.9,8.5,-54.0,D,-4.6,34.6,47.9,109.7,109.7,25.5,4.0,25.5,8.8,10.4
CHHATISGARH,KOREA,2026-09-02,49.2,10.7,360.0,LE,38.5,78.60000000000001,96.0,158.9,158.9,49.2,5.0,3.9,5.2,1.1
CHHATISGARH,KOREA,2026-09-03,65.9,13.8,378.0,LE,52.10000000000001,119.00000000000001,160.8,202.70000000000002,224.8,65.9,6.0,49.2,25.5,1.1
CHHATISGARH,KOREA,2026-09-04,4.8,7.7,-38.0,D,-2.9000000000000004,119.9,163.3,200.8,229.60000000000002,65.9,7.0,65.9,3.9,2.3
CHHATISGARH,KOREA,2026-09-05,0.6,8.1,-92.0,LD,-7.5,71.30000000000003,155.10000000000002,200.00000000000003,230.20000000000002,65.9,6.0,4.8,49.2,8.8
CHHATISGARH,KOREA,2026-09-06,0.8,8.4,-91.0,LD,-7.6000000000000005,6.200000000000014,150.7,196.4,231.0,65.9,5.0,0.6,65.9,5.2
CHHATISGARH,KOREA,2026-09-07,0.0,7.2,-100.0,NR,-7.2,1.4000000000000141,125.2,180.8,231.0,65.9,4.0,0.8,4.8,25.5
CHHATISGARH,KOREA,2026-09-08,0.0,8.6,-100.0,NR,-8.6,0.8000000000000143,121.30000000000001,179.6,231.0,65.9,3.0,0.0,0.6,3.9
RAJASTHAN,KOTA,2026-08-26,13.6,6.1,122.0,LE,7.5,32.8,33.3,33.3,33.3,19.2,2.0,19.2,0.0,0.0
RAJASTHAN,KOTA,2026-08-27,31.9,5.7,459.0,LE,26.2,64.69999999999999,65.19999999999999,65.19999999999999,65.19999999999999,31.9,3.0,13.6,0.0,0.0
RAJASTHAN,KOTA,2026-08-28,0.1,4.4,-97.0,LD,-4.300000000000001,45.599999999999994,64.89999999999999,65.3,65.3,31.9,3.0,31.9,19.2,0.4
RAJASTHAN,KOTA,2026-08-29,0.0,4.1,-100.0,NR,-4.1,32.0,64.8,65.3,65.3,31.9,3.0,0.1,13.6,0.1
RAJASTHAN,KOTA,2026-08-30,0.0,7.0,-100.0,NR,-7.0,0.1,64.8,65.3,65.3,31.9,3.0,0.0,31.9,0.0
RAJASTHAN,KOTA,2026-08-31,0.0,8.0,-100.0,NR,-8.0,0.0,64.8,65.3,65.3,31.9,3.0,0.0,0.1,0.0
RAJASTHAN,KOTA,2026-09-01,0.0,7.9,-100.0,NR,-7.9,0.0,45.599999999999994,65.3,65.3,31.9,2.0,0.0,0.0,19.2
RAJASTHAN,KOTA,2026-09-02,0.0,7.1,-100.0,NR,-7.1,0.0,32.0,65.3,65.3,31.9,1.0,0.0,0.0,13.6
RAJASTHAN,KOTA,2026-09-03,1.2,6.3,-80.0,LD,-5.1,1.2,1.3,66.5,66.5,1.2,0.0,0.0,0.0,31.9
RAJASTHAN,KOTA,2026-09-04,15.2,7.0,117.0,LE,8.2,16.4,16.4,81.69999999999999,81.69999999999999,15.2,1.0,1.2,0.0,0.1
RAJASTHAN,KOTA,2026-09-05,19.4,6.7,190.0,LE,12.7,35.8,35.8,100.69999999999999,101.1,19.4,2.0,15.2,0.0,0.0
RAJASTHAN,KOTA,2026-09-06,4.4,6.8,-35.0,D,-2.3999999999999995,38.99999999999999,40.199999999999996,105.0,105.5,19.4,3.0,19.4,1.2,0.0
RAJASTHAN,KOTA,2026-09-07,14.2,5.9,140.0,LE,8.299999999999999,38.0,54.4,119.19999999999999,119.69999999999999,19.4,4.0,4.4,15.2,0.0
RAJASTHAN,KOTA,2026-09-08,1.1,5.2,-78.0,LD,-4.1,19.7,55.5,120.3,120.8,19.4,4.0,14.2,19.4,0.0
KERALA,KOTTYAM,2026-08-26,37.1,11.3,228.0,LE,25.8,88.9,120.5,122.30000000000001,122.30000000000001,41.7,7.0,41.7,13.9,1.8
KERALA,KOTTYAM,2026-08-27,3.8,8.4,-55.0,D,-4.6000000000000005,82.60000000000001,115.60000000000001,126.10000000000001,126.10000000000001,41.7,7.0,37.1,10.1,8.7
KERALA,KOTTYAM,2026-08-28,0.4,8.8,-95.0,LD,-8.4,41.300000000000004,113.2,126.5,126.5,41.7,6.0,3.8,41.7,2.8
KERALA,KOTTYAM,2026-08-29,1.6,9.6,-83.0,LD,-8.0,5.8,108.60000000000001,128.1,128.1,41.7,5.0,0.4,37.1,6.2
KERALA,KOTTYAM,2026-08-30,6.4,13.5,-52.0,D,-7.1,8.4,101.1,134.5,134.5,41.7,5.0,1.6,3.8,13.9
KERALA,KOTTYAM,2026-08-31,0.4,10.0,-96.0,LD,-9.6,8.4,91.4,134.9,134.9,41.7,4.0,6.4,0.4,10.1
KERALA,KOTTYAM,2026-09-01,0.0,11.6,-100.0,NR,-11.6,6.800000000000001,49.7,134.9,134.9,37.1,3.0,0.4,1.6,41.7
KERALA,KOTTYAM,2026-09-02,0.2,8.8,-98.0,LD,-8.600000000000001,0.6000000000000001,12.8,135.1,135.1,6.4,2.0,0.0,6.4,37.1
KERALA,KOTTYAM,2026-09-03,0.0,10.3,-100.0,NR,-10.3,0.2,9.0,133.29999999999998,135.1,6.4,1.0,0.2,0.4,3.8
KERALA,KOTTYAM,2026-09-04,0.0,6.2,-100.0,NR,-6.2,0.2,8.600000000000001,124.60000000000001,135.1,6.4,1.0,0.0,0.0,0.4
KERALA,KOTTYAM,2026-09-05,0.0,10.0,-100.0,NR,-10.0,0.0,7.0,121.80000000000001,135.1,6.4,1.0,0.0,0.2,1.6
KERALA,KOTTYAM,2026-09-06,0.0,10.1,-100.0,NR,-10.1,0.0,0.6000000000000001,115.60000000000001,135.1,0.4,0.0,0.0,0.0,6.4
KERALA,KOTTYAM,2026-09-07,0.0,17.3,-100.0,NR,-17.3,0.0,0.2,101.7,135.1,0.2,0.0,0.0,0.0,0.4
KERALA,KOTTYAM,2026-09-08,0.0,8.2,-100.0,NR,-8.2,0.0,0.2,91.60000000000001,135.1,0.2,0.0,0.0,0.0,0.0
KERALA,KOZIKOD,2026-08-26,22.1,12.5,76.0,LE,9.600000000000001,103.30000000000001,131.5,138.8,138.8,59.6,7.0,59.6,10.5,7.3
KERALA,KOZIKOD,2026-08-27,7.6,10.1,-25.0,D,-2.5,89.3,136.1,146.4,146.4,59.6,7.0,22.1,21.6,3.0
KERALA,KOZIKOD,2026-08-28,2.0,13.1,-85.0,LD,-11.1,31.70000000000001,134.5,148.4,148.4,59.6,6.0,7.6,59.6,3.6
KERALA,KOZIKOD,2026-08-29,12.9,10.5,23.0,E,2.4000000000000004,22.500000000000007,136.3,161.3,161.3,59.6,6.0,2.0,22.1,11.1
KERALA,KOZIKOD,2026-08-30,6.0,14.5,-59.0,D,-8.5,20.900000000000006,131.8,167.3,167.3,59.6,6.0,12.9,7.6,10.5
KERALA,KOZIKOD,2026-08-31,0.8,14.8,-95.0,LD,-14.0,19.700000000000006,111.00000000000001,168.1,168.1,59.6,5.0,6.0,2.0,21.6
KERALA,KOZIKOD,2026-09-01,0.0,12.3,-100.0,NR,-12.3,6.800000000000007,51.4,168.1,168.1,22.1,4.0,0.8,12.9,59.6
KERALA,KOZIKOD,2026-09-02,0.2,10.3,-98.0,LD,-10.100000000000001,1.000000000000007,29.5,168.3,168.3,12.9,3.0,0.0,6.0,22.1
KERALA,KOZIKOD,2026-09-03,0.0,7.9,-100.0,NR,-7.9,0.20000000000000712,21.9,161.0,168.3,12.9,2.0,0.2,0.8,7.6
KERALA,KOZIKOD,2026-09-04,0.1,8.4,-99.0,LD,-8.3,0.30000000000000715,20.0,158.1,168.4,12.9,2.0,0.0,0.0,2.0
KERALA,KOZIKOD,2026-09-05,0.0,11.2,-100.0,NR,-11.2,0.10000000000000711,7.1,154.5,168.4,6.0,1.0,0.1,0.2,12.9
KERALA,KOZIKOD,2026-09-06,0.0,9.8,-100.0,NR,-9.8,0.10000000000000711,1.1,143.4,168.4,0.8,0.0,0.0,0.0,6.0
KERALA,KOZIKOD,2026-09-07,0.0,9.6,-100.0,NR,-9.6,0.0,0.30000000000000004,132.9,168.4,0.2,0.0,0.0,0.1,0.8
KERALA,KOZIKOD,2026-09-08,0.0,11.2,-100.0,NR,-11.2,0.0,0.30000000000000004,111.30000000000001,168.4,0.2,0.0,0.0,0.0,0.0
ANDHRA PRADESH,KRISHNA,2026-08-26,1.8,5.2,-65.0,LD,-3.4000000000000004,20.2,23.6,26.3,26.3,17.7,1.0,0.7,2.4,2.7
ANDHRA PRADESH,KRISHNA,2026-08-27,1.6,5.4,-70.0,LD,-3.8000000000000003,4.1,24.900000000000002,27.900000000000002,27.900000000000002,17.7,1.0,1.8,17.7,0.3
ANDHRA PRADESH,KRISHNA,2026-08-28,0.0,3.5,-100.0,NR,-3.5,3.4,24.3,27.900000000000002,27.900000000000002,17.7,1.0,1.6,0.7,0.6
ANDHRA PRADESH,KRISHNA,2026-08-29,0.0,3.5,-100.0,NR,-3.5,1.6,24.200000000000003,27.900000000000002,27.900000000000002,17.7,1.0,0.0,1.8,0.1
ANDHRA PRADESH,KRISHNA,2026-08-30,0.3,5.6,-95.0,LD,-5.3,0.3,22.099999999999998,28.2,28.2,17.7,1.0,0.0,1.6,2.4
ANDHRA PRADESH,KRISHNA,2026-08-31,0.6,6.2,-90.0,LD,-5.6000000000000005,0.8999999999999999,5.0,28.8,28.8,1.8,0.0,0.3,0.0,17.7
ANDHRA PRADESH,KRISHNA,2026-09-01,0.0,3.7,-100.0,NR,-3.7,0.9,4.3,28.8,28.8,1.8,0.0,0.6,0.0,0.7
ANDHRA PRADESH,KRISHNA,2026-09-02,0.0,5.3,-100.0,NR,-5.3,0.6000000000000001,2.5,28.8,28.8,1.6,0.0,0.0,0.3,1.8
ANDHRA PRADESH,KRISHNA,2026-09-03,0.1,5.1,-97.0,LD,-5.0,0.1,0.9999999999999999,26.200000000000003,28.900000000000002,0.6,0.0,0.0,0.6,1.6
ANDHRA PRADESH,KRISHNA,2026-09-04,15.7,9.4,67.0,LE,6.299999999999999,15.799999999999999,16.7,41.6,44.6,15.7,1.0,0.1,0.0,0.0
ANDHRA PRADESH,KRISHNA,2026-09-05,0.0,4.5,-100.0,NR,-4.5,15.799999999999999,16.7,41.0,44.6,15.7,1.0,15.7,0.0,0.0
ANDHRA PRADESH,KRISHNA,2026-09-06,14.7,5.1,188.0,LE,9.6,30.4,31.099999999999998,55.599999999999994,59.3,15.7,2.0,0.0,0.1,0.3
ANDHRA PRADESH,KRISHNA,2026-09-07,5.1,4.4,17.0,N,0.6999999999999993,19.799999999999997,35.6,58.3,64.4,15.7,3.0,14.7,15.7,0.6
ANDHRA PRADESH,KRISHNA,2026-09-08,4.6,4.9,-7.0,N,-0.3000000000000007,24.4,40.2,45.199999999999996,69.0,15.7,4.0,5.1,0.0,0.0
TAMIL NADU,KRISHNAGIRI,2026-08-26,0.0,3.1,-100.0,NR,-3.1,1.0,7.999999999999999,8.4,8.4,4.3,1.0,0.3,0.4,0.4
TAMIL NADU,KRISHNAGIRI,2026-08-27,1.2,4.3,-73.0,LD,-3.0999999999999996,1.5,8.1,9.6,9.6,4.3,1.0,0.0,0.7,1.1
TAMIL NADU,KRISHNAGIRI,2026-08-28,0.0,3.9,-100.0,NR,-3.9,1.2,3.8,9.6,9.6,1.2,0.0,1.2,0.3,4.3
TAMIL NADU,KRISHNAGIRI,2026-08-29,1.6,1.8,-9.0,N,-0.19999999999999996,2.8,4.199999999999999,11.2,11.2,1.6,0.0,0.0,0.0,1.2
TAMIL NADU,KRISHNAGIRI,2026-08-30,0.0,1.8,-100.0,NR,-1.8,1.6,3.8,11.2,11.2,1.6,0.0,1.6,1.2,0.4
TAMIL NADU,KRISHNAGIRI,2026-08-31,0.1,3.1,-95.0,LD,-3.0,1.7000000000000002,3.2,11.299999999999999,11.299999999999999,1.6,0.0,0.0,0.0,0.7
TAMIL NADU,KRISHNAGIRI,2026-09-01,0.0,5.4,-100.0,NR,-5.4,0.1,2.9,11.299999999999999,11.299999999999999,1.6,0.0,0.1,1.6,0.3
TAMIL NADU,KRISHNAGIRI,2026-09-02,0.0,4.3,-100.0,NR,-4.3,0.1,2.9,11.299999999999999,11.299999999999999,1.6,0.0,0.0,0.0,0.0
TAMIL NADU,KRISHNAGIRI,2026-09-03,1.4,4.4,-68.0,LD,-3.0000000000000004,1.4,3.1,12.299999999999999,12.7,1.6,0.0,0.0,0.1,1.2
TAMIL NADU,KRISHNAGIRI,2026-09-04,1.8,4.2,-56.0,D,-2.4000000000000004,3.2,4.9,13.0,14.5,1.8,0.0,1.4,0.0,0.0
TAMIL NADU,KRISHNAGIRI,2026-09-05,3.2,4.1,-21.0,D,-0.8999999999999995,6.4,6.5,11.899999999999999,17.7,3.2,1.0,1.8,0.0,1.6
TAMIL NADU,KRISHNAGIRI,2026-09-06,0.0,3.8,-100.0,NR,-3.8,5.0,6.5,10.7,17.7,3.2,1.0,3.2,1.4,0.0
TAMIL NADU,KRISHNAGIRI,2026-09-07,0.0,3.9,-100.0,NR,-3.9,3.2,6.4,10.3,17.7,3.2,1.0,0.0,1.8,0.1
TAMIL NADU,KRISHNAGIRI,2026-09-08,0.0,3.5,-100.0,NR,-3.5,0.0,6.4,9.600000000000001,17.7,3.2,1.0,0.0,3.2,0.0
JAMMU AND KASHMIR,KULGAM,2026-08-26,0.0,2.2,-100.0,NR,-2.2,0.0,28.8,30.0,30.0,28.6,1.0,0.0,28.6,1.2
JAMMU AND KASHMIR,KULGAM,2026-08-27,0.0,4.3,-100.0,NR,-4.3,0.0,28.8,30.0,30.0,28.6,1.0,0.0,0.0,0.0
JAMMU AND KASHMIR,KULGAM,2026-08-28,0.0,6.6,-100.0,NR,-6.6,0.0,28.8,30.0,30.0,28.6,1.0,0.0,0.0,0.0
JAMMU AND KASHMIR,KULGAM,2026-08-29,0.0,2.8,-100.0,NR,-2.8,0.0,28.6,30.0,30.0,28.6,1.0,0.0,0.0,0.2
JAMMU AND KASHMIR,KULGAM,2026-08-30,0.0,1.9,-100.0,NR,-1.9,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,28.6
JAMMU AND KASHMIR,KULGAM,2026-08-31,0.0,1.6,-100.0,NR,-1.6,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-01,3.5,1.4,146.0,LE,2.1,3.5,3.5,33.5,33.5,3.5,1.0,0.0,0.0,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-02,3.1,4.8,-35.0,D,-1.6999999999999997,6.6,6.6,36.6,36.6,3.5,2.0,3.5,0.0,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-03,0.0,4.1,-100.0,NR,-4.1,6.6,6.6,35.4,36.6,3.5,2.0,3.1,0.0,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-04,0.8,6.0,-87.0,LD,-5.2,3.9000000000000004,7.4,36.199999999999996,37.4,3.5,2.0,0.0,3.5,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-05,0.0,6.7,-100.0,NR,-6.7,0.8,7.4,36.199999999999996,37.4,3.5,2.0,0.8,3.1,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-06,0.8,3.1,-76.0,LD,-2.3,1.6,8.2,36.800000000000004,38.2,3.5,2.0,0.0,0.0,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-07,0.0,3.8,-100.0,NR,-3.8,0.8,8.2,8.2,38.2,3.5,2.0,0.8,0.8,0.0
JAMMU AND KASHMIR,KULGAM,2026-09-08,0.0,1.1,-100.0,NR,-1.1,0.8,4.7,8.2,38.2,3.1,1.0,0.0,0.0,3.5
HIMACHAL PRADESH,KULLU,2026-08-26,0.1,3.8,-96.0,LD,-3.6999999999999997,0.5,17.8,28.0,28.0,9.3,3.0,0.0,5.0,10.2
HIMACHAL PRADESH,KULLU,2026-08-27,0.0,4.5,-100.0,NR,-4.5,0.1,8.5,28.0,28.0,5.0,2.0,0.1,0.4,9.3
HIMACHAL PRADESH,KULLU,2026-08-28,0.0,5.1,-100.0,NR,-5.1,0.1,8.5,28.0,28.0,5.0,2.0,0.0,0.0,0.0
HIMACHAL PRADESH,KULLU,2026-08-29,0.0,3.3,-100.0,NR,-3.3,0.0,5.5,28.0,28.0,5.0,1.0,0.0,0.1,3.0
HIMACHAL PRADESH,KULLU,2026-08-30,0.0,3.0,-100.0,NR,-3.0,0.0,0.5,28.0,28.0,0.4,0.0,0.0,0.0,5.0
HIMACHAL PRADESH,KULLU,2026-08-31,1.2,3.9,-68.0,LD,-2.7,1.2,1.2999999999999998,29.2,29.2,1.2,0.0,0.0,0.0,0.4
HIMACHAL PRADESH,KULLU,2026-09-01,2.8,3.5,-19.0,N,-0.7000000000000002,4.0,4.1,32.0,32.0,2.8,1.0,1.2,0.0,0.0
HIMACHAL PRADESH,KULLU,2026-09-02,15.8,3.4,366.0,LE,12.4,19.8,19.8,47.8,47.8,15.8,2.0,2.8,0.0,0.1
HIMACHAL PRADESH,KULLU,2026-09-03,4.6,4.3,7.0,N,0.2999999999999998,23.200000000000003,24.4,42.199999999999996,52.4,15.8,3.0,15.8,1.2,0.0
HIMACHAL PRADESH,KULLU,2026-09-04,0.0,2.8,-100.0,NR,-2.8,20.4,24.4,32.9,52.4,15.8,3.0,4.6,2.8,0.0
HIMACHAL PRADESH,KULLU,2026-09-05,2.0,4.2,-52.0,D,-2.2,6.6,26.4,34.9,54.4,15.8,3.0,0.0,15.8,0.0
HIMACHAL PRADESH,KULLU,2026-09-06,0.0,3.7,-100.0,NR,-3.7,2.0,26.4,31.9,54.4,15.8,3.0,2.0,4.6,0.0
HIMACHAL PRADESH,KULLU,2026-09-07,0.0,2.1,-100.0,NR,-2.1,2.0,25.200000000000003,26.9,54.4,15.8,3.0,0.0,0.0,1.2
HIMACHAL PRADESH,KULLU,2026-09-08,2.5,4.1,-40.0,D,-1.5999999999999996,2.5,24.9,29.0,56.9,15.8,2.0,0.0,2.0,2.8
TELANGANA,KUMARAM BHEEM,2026-08-26,1.6,6.2,-74.0,LD,-4.6,23.400000000000002,53.7,58.6,58.6,28.3,3.0,5.2,28.3,4.9
TELANGANA,KUMARAM BHEEM,2026-08-27,15.5,6.8,128.0,LE,8.7,22.3,67.2,74.1,74.1,28.3,4.0,1.6,16.6,2.0
TELANGANA,KUMARAM BHEEM,2026-08-28,0.1,6.6,-98.0,LD,-6.5,17.200000000000003,67.3,74.2,74.2,28.3,4.0,15.5,5.2,0.0
TELANGANA,KUMARAM BHEEM,2026-08-29,0.1,7.1,-99.0,LD,-7.0,15.7,67.4,74.3,74.3,28.3,4.0,0.1,1.6,0.0
TELANGANA,KUMARAM BHEEM,2026-08-30,2.9,6.1,-53.0,D,-3.1999999999999997,3.1,42.0,77.2,77.2,16.6,4.0,0.1,15.5,28.3
TELANGANA,KUMARAM BHEEM,2026-08-31,2.3,11.1,-80.0,LD,-8.8,5.3,27.699999999999996,79.5,79.5,15.5,3.0,2.9,0.1,16.6
TELANGANA,KUMARAM BHEEM,2026-09-01,0.0,8.3,-100.0,NR,-8.3,5.2,22.499999999999996,79.5,79.5,15.5,2.0,2.3,0.1,5.2
TELANGANA,KUMARAM BHEEM,2026-09-02,0.0,8.2,-100.0,LD,-8.2,2.3,20.899999999999995,79.5,79.5,15.5,2.0,0.0,2.9,1.6
TELANGANA,KUMARAM BHEEM,2026-09-03,3.7,6.8,-45.0,D,-3.0999999999999996,3.7,9.099999999999996,78.3,83.2,3.7,2.0,0.0,2.3,15.5
TELANGANA,KUMARAM BHEEM,2026-09-04,3.4,7.3,-54.0,D,-3.9,7.1,12.399999999999997,79.69999999999999,86.6,3.7,3.0,3.7,0.0,0.1
TELANGANA,KUMARAM BHEEM,2026-09-05,0.8,5.9,-87.0,LD,-5.1000000000000005,7.9,13.099999999999998,80.5,87.4,3.7,3.0,3.4,0.0,0.1
TELANGANA,KUMARAM BHEEM,2026-09-06,2.0,3.4,-40.0,D,-1.4,6.2,12.199999999999998,82.5,89.4,3.7,2.0,0.8,3.7,2.9
TELANGANA,KUMARAM BHEEM,2026-09-07,1.3,10.8,-88.0,LD,-9.5,4.1,11.199999999999996,55.5,90.7,3.7,2.0,2.0,3.4,2.3
TELANGANA,KUMARAM BHEEM,2026-09-08,0.6,5.9,-90.0,LD,-5.300000000000001,3.9000000000000004,11.799999999999995,39.5,91.3,3.7,2.0,1.3,0.8,0.0
JAMMU AND KASHMIR,KUPWARA,2026-08-26,0.0,0.4,-100.0,NR,-0.4,0.0,17.1,17.700000000000003,17.700000000000003,12.9,2.0,0.0,12.9,0.6
JAMMU AND KASHMIR,KUPWARA,2026-08-27,0.0,2.5,-100.0,NR,-2.5,0.0,13.3,17.700000000000003,17.700000000000003,12.9,1.0,0.0,0.0,3.8
JAMMU AND KASHMIR,KUPWARA,2026-08-28,0.0,4.5,-100.0,NR,-4.5,0.0,12.9,17.700000000000003,17.700000000000003,12.9,1.0,0.0,0.0,0.4
JAMMU AND KASHMIR,KUPWARA,2026-08-29,0.0,3.5,-100.0,NR,-3.5,0.0,12.9,17.700000000000003,17.700000000000003,12.9,1.0,0.0,0.0,0.0
JAMMU AND KASHMIR,KUPWARA,2026-08-30,0.0,0.6,-100.0,NR,-0.6,0.0,0.0,17.700000000000003,17.700000000000003,0.0,0.0,0.0,0.0,12.9
JAMMU AND KASHMIR,KUPWARA,2026-08-31,0.0,1.3,-100.0,NR,-1.3,0.0,0.0,17.700000000000003,17.700000000000003,0.0,0.0,0.0,0.0,0.0
